drug_name,seed,method,n_train,n_test,p_raw,top_genes,raw_x_top_genes,num_factors,test_nll,pit_ks,pi90_coverage,abs_coverage_error,pi90_width,epochs_trained,best_val_loss,stopped_early,cindes_epochs_trained,cindes_best_val_loss,cindes_stopped_early,mdn_components,mdn_best_val_nll,mdn_grid_mass_mean,mdn_grid_mass_min,fit_eval_seconds,y_train_mean,y_train_sd,y_test_mean,y_test_sd,grid_min,grid_max,test_y_outside_grid_count,analysis_id,source,drug_id,analysis_unit,grid_size
MG-132,12347,pca_gaussian_baseline,752,189,17737,2000,2000,10,0.9270272971319512,0.08891912929541351,0.9417989417989417,0.041798941798941724,2.2461336543598485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013353749999964748,-1.2780172539893615,0.7496401593517498,-1.26782482010582,0.6161161330437522,-5.026218050748111,2.4701835427693872,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12347,pca_mdn,752,189,17737,2000,2000,10,0.8784843268533232,0.05520216891751206,0.8941798941798942,0.0058201058201058364,2.0520556337554865,39,0.8536460288239853,True,39,0.8536460288239853,True,3,0.8536460288239853,0.9982731962171785,0.9625133791355543,0.8371410409999953,-1.2780172539893615,0.7496401593517498,-1.26782482010582,0.6161161330437522,-5.026218050748111,2.4701835427693872,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12348,plugin_pca_cindes,752,189,17737,2000,2000,10,0.9659861464390312,0.03942691856503905,0.9047619047619048,0.004761904761904745,2.0249373943098012,34,0.6268934607505798,True,34,0.6268934607505798,True,nan,nan,nan,nan,0.3377088750000041,-1.2931233789893617,0.724328887787057,-1.2077200264550265,0.7230881261286253,-4.914767817924647,2.328521059945923,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12348,gaussian_elasticnet_baseline,752,189,17737,2000,2000,10,0.9911809228402485,0.06919481979483844,0.8624338624338624,0.03756613756613758,1.7630776511455561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.134652625,-1.2931233789893617,0.724328887787057,-1.2077200264550265,0.7230881261286253,-4.914767817924647,2.328521059945923,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12348,pca_gaussian_baseline,752,189,17737,2000,2000,10,1.0300968222729796,0.09739757349294142,0.9153439153439153,0.015343915343915326,2.196886048376359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013213340000106655,-1.2931233789893617,0.724328887787057,-1.2077200264550265,0.7230881261286253,-4.914767817924647,2.328521059945923,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12348,pca_mdn,752,189,17737,2000,2000,10,0.8986517757019669,0.08658479949453912,0.8783068783068783,0.021693121693121764,1.970989811755205,48,0.7817901490238511,True,48,0.7817901490238511,True,2,0.7817901490238511,0.9980897440301512,0.9682564794445967,1.1991977079999856,-1.2931233789893617,0.724328887787057,-1.2077200264550265,0.7230881261286253,-4.914767817924647,2.328521059945923,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12349,plugin_pca_cindes,752,189,17737,2000,2000,10,0.9190259394125502,0.065163826783733,0.8941798941798942,0.0058201058201058364,1.9155830470658735,42,0.6045190095901489,True,42,0.6045190095901489,True,nan,nan,nan,nan,0.5071910839999987,-1.275552908244681,0.739328258663707,-1.2776300476190476,0.6640886929201525,-4.972194201563216,2.421088385073854,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12349,gaussian_elasticnet_baseline,752,189,17737,2000,2000,10,0.8550121537754127,0.04797182517484755,0.8888888888888888,0.011111111111111183,1.8085531782319533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.549207207999984,-1.275552908244681,0.739328258663707,-1.2776300476190476,0.6640886929201525,-4.972194201563216,2.421088385073854,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12349,pca_gaussian_baseline,752,189,17737,2000,2000,10,0.9256599114539232,0.08517213711698934,0.9259259259259259,0.025925925925925908,2.2464991752410732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012868329999946582,-1.275552908244681,0.739328258663707,-1.2776300476190476,0.6640886929201525,-4.972194201563216,2.421088385073854,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
MG-132,12349,pca_mdn,752,189,17737,2000,2000,10,0.9107269745655161,0.04776758994040775,0.8783068783068783,0.021693121693121764,1.946883650257361,43,0.7839438768761138,True,43,0.7839438768761138,True,5,0.7839438768761138,0.9979039446912396,0.9691547249680351,0.9002494579999905,-1.275552908244681,0.739328258663707,-1.2776300476190476,0.6640886929201525,-4.972194201563216,2.421088385073854,0,GDSC2::1862::MG-132,GDSC2,1862,source_drug,401
PD0325901,12345,plugin_pca_cindes,752,188,17737,2000,2000,10,1.8370591757662693,0.0934868502186923,0.8936170212765957,0.00638297872340432,5.1018691766520945,41,0.5508962273597717,True,41,0.5508962273597717,True,nan,nan,nan,nan,0.4373130409999817,1.3240912513297873,2.1519537996990135,1.35971775,2.0814228498173613,-9.435677747165279,12.083860249824856,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12345,gaussian_elasticnet_baseline,752,188,17737,2000,2000,10,1.8364146083256327,0.05776488962365617,0.8457446808510638,0.05425531914893622,4.203052444876932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.976590458000004,1.3240912513297873,2.1519537996990135,1.35971775,2.0814228498173613,-9.435677747165279,12.083860249824856,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12345,pca_gaussian_baseline,752,188,17737,2000,2000,10,1.8294355735059595,0.06644228946627084,0.9148936170212766,0.014893617021276562,5.1995126158760785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0015663750000101118,1.3240912513297873,2.1519537996990135,1.35971775,2.0814228498173613,-9.435677747165279,12.083860249824856,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12345,pca_mdn,752,188,17737,2000,2000,10,1.7809523867165789,0.04963651568244898,0.8404255319148937,0.05957446808510636,4.506910348290032,55,1.7955259152165597,True,55,1.7955259152165597,True,3,1.7955259152165597,0.9999992477777335,0.999977551893701,1.1662514159999944,1.3240912513297873,2.1519537996990135,1.35971775,2.0814228498173613,-9.435677747165279,12.083860249824856,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12346,plugin_pca_cindes,752,188,17737,2000,2000,10,1.8903542252047527,0.07425643808483073,0.8457446808510638,0.05425531914893622,4.657897000124986,39,0.5840674638748169,True,39,0.5840674638748169,True,nan,nan,nan,nan,0.32713849999998956,1.302112460106383,2.1541884999988072,1.4476329148936171,2.0682514893949997,-9.468830039887653,12.073054960100418,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12346,gaussian_elasticnet_baseline,752,188,17737,2000,2000,10,1.832614696039763,0.07428063676903196,0.8404255319148937,0.05957446808510636,4.209107975016991,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.58022041700002,1.302112460106383,2.1541884999988072,1.4476329148936171,2.0682514893949997,-9.468830039887653,12.073054960100418,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12346,pca_gaussian_baseline,752,188,17737,2000,2000,10,1.867200152476959,0.057051109433210456,0.8882978723404256,0.011702127659574457,5.152299659636392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012380409999934727,1.302112460106383,2.1541884999988072,1.4476329148936171,2.0682514893949997,-9.468830039887653,12.073054960100418,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12346,pca_mdn,752,188,17737,2000,2000,10,1.8361307100412694,0.05410387511988146,0.8563829787234043,0.043617021276595724,4.828192539384656,39,1.7642228843865406,True,39,1.7642228843865406,True,3,1.7642228843865406,0.9998701638818199,0.9889751062141999,0.788638082999995,1.302112460106383,2.1541884999988072,1.4476329148936171,2.0682514893949997,-9.468830039887653,12.073054960100418,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12347,plugin_pca_cindes,752,188,17737,2000,2000,10,1.7700726511867388,0.06925499181916953,0.9202127659574468,0.02021276595744681,5.283110327145625,34,0.5703257322311401,True,34,0.5703257322311401,True,nan,nan,nan,nan,0.2882694170000093,1.2875079920212766,2.18852353729721,1.5060507872340425,1.912449183238261,-9.655109694464771,12.230125678507326,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12347,gaussian_elasticnet_baseline,752,188,17737,2000,2000,10,1.67937323746753,0.05227554760233388,0.8936170212765957,0.00638297872340432,4.3675657666645815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.814042209000007,1.2875079920212766,2.18852353729721,1.5060507872340425,1.912449183238261,-9.655109694464771,12.230125678507326,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12347,pca_gaussian_baseline,752,188,17737,2000,2000,10,1.7560054295136762,0.06849401586571424,0.9468085106382979,0.04680851063829783,5.291164558820254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0013300410000169904,1.2875079920212766,2.18852353729721,1.5060507872340425,1.912449183238261,-9.655109694464771,12.230125678507326,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12347,pca_mdn,752,188,17737,2000,2000,10,1.6993906444057505,0.0645440151704143,0.925531914893617,0.025531914893616947,4.721577223343961,42,1.745310920062158,True,42,1.745310920062158,True,3,1.745310920062158,0.9999952293804876,0.9996815151341153,0.9699561250000102,1.2875079920212766,2.18852353729721,1.5060507872340425,1.912449183238261,-9.655109694464771,12.230125678507326,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12348,plugin_pca_cindes,752,188,17737,2000,2000,10,1.87020468724083,0.0892812993264942,0.8457446808510638,0.05425531914893622,4.346033862555373,48,0.5645403265953064,True,48,0.5645403265953064,True,nan,nan,nan,nan,0.3912447499999985,1.3045375837765958,2.157175961474495,1.4379324202127661,2.0563699899807375,-9.481342223595881,12.09041739114907,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12348,gaussian_elasticnet_baseline,752,188,17737,2000,2000,10,1.8433362341031674,0.06443121727429502,0.851063829787234,0.04893617021276597,4.132943158368739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.521455000000003,1.3045375837765958,2.157175961474495,1.4379324202127661,2.0563699899807375,-9.481342223595881,12.09041739114907,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12348,pca_gaussian_baseline,752,188,17737,2000,2000,10,1.8631466434223065,0.08937289925963629,0.8936170212765957,0.00638297872340432,5.122266180691072,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0012992910000093616,1.3045375837765958,2.157175961474495,1.4379324202127661,2.0563699899807375,-9.481342223595881,12.09041739114907,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12348,pca_mdn,752,188,17737,2000,2000,10,1.8938230307812387,0.07304494469848832,0.8457446808510638,0.05425531914893622,4.549393785748931,54,1.8192578663855845,True,54,1.8192578663855845,True,3,1.8192578663855845,0.999999731556626,0.9999893361962832,0.9011824170000295,1.3045375837765958,2.157175961474495,1.4379324202127661,2.0563699899807375,-9.481342223595881,12.09041739114907,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12349,plugin_pca_cindes,752,188,17737,2000,2000,10,1.8971083039119039,0.1023796108036007,0.898936170212766,0.0010638297872340718,5.256538556026214,35,0.565280556678772,True,35,0.565280556678772,True,nan,nan,nan,nan,0.38981300000000374,1.2972725531914895,2.1493560276360473,1.4669925425531913,2.0868754940245595,-9.449507584988748,12.044052691371725,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12349,gaussian_elasticnet_baseline,752,188,17737,2000,2000,10,1.842222606677942,0.08674233510637375,0.8617021276595744,0.03829787234042559,4.159922138255664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.19337783399999,1.2972725531914895,2.1493560276360473,1.4669925425531913,2.0868754940245595,-9.449507584988748,12.044052691371725,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12349,pca_gaussian_baseline,752,188,17737,2000,2000,10,1.8814258798230916,0.0953583899321403,0.9202127659574468,0.02021276595744681,5.094555840283342,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0038650409999831936,1.2972725531914895,2.1493560276360473,1.4669925425531913,2.0868754940245595,-9.449507584988748,12.044052691371725,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
PD0325901,12349,pca_mdn,752,188,17737,2000,2000,10,1.8370959692178888,0.0883400387036879,0.8617021276595744,0.03829787234042559,4.648175368065927,57,1.6942307318911594,True,57,1.6942307318911594,True,3,1.6942307318911594,0.9999974510611589,0.9999022367932174,0.850193666999985,1.2972725531914895,2.1493560276360473,1.4669925425531913,2.0868754940245595,-9.449507584988748,12.044052691371725,0,GDSC2::1060::PD0325901,GDSC2,1060,source_drug,401
Camptothecin,12345,plugin_pca_cindes,752,188,17737,2000,2000,10,1.775455471239717,0.13716654377234266,0.898936170212766,0.0010638297872340718,4.897043323556847,41,0.6138314604759216,True,41,0.6138314604759216,True,nan,nan,nan,nan,0.3422417500000279,-2.217064359042553,1.842938203343903,-2.385717813829787,1.805613646335854,-11.431755375762068,6.997626657676962,0,GDSC2::1003::Camptothecin,GDSC2,1003,source_drug,401
