drug_name,method,test_nll_mean,test_nll_se,delta_nll_vs_elasticnet,delta_nll_vs_pca_gaussian,pit_ks_mean,pi90_coverage_mean,abs_coverage_error,pi90_width_mean,reps
Saracatinib,Plug-in PCA CINDES,1.5600751362821916,0.026032022124333545,-0.06006272180892225,-0.002310004197886961,0.12068738277685472,0.9037974683544304,0.0037974683544304,3.9377220336869696,5
Saracatinib,ElasticNet Gaussian,1.6201378580911139,0.07801167625770594,0.0,0.05775271761103529,0.15896553693377596,0.8481012658227849,0.05189873417721513,3.2423490443565357,5
Saracatinib,PCA/Ridge Gaussian,1.5623851404800786,0.03404913579444146,-0.05775271761103529,0.0,0.13625349161397785,0.8936708860759494,0.006329113924050667,3.61268024672826,5
Saracatinib,PCA MDN,1.4560176407611825,0.0315903154223674,-0.16412021732993143,-0.10636749971889614,0.11954344635906469,0.8860759493670887,0.013924050632911356,3.282583112811428,5
Savolitinib,Plug-in PCA CINDES,1.4608699509210639,0.06133756388876585,-0.06051374417167321,-0.05650409718096494,0.1046236700412034,0.8978494623655914,0.0021505376344086446,3.091025474097569,5
Savolitinib,ElasticNet Gaussian,1.521383695092737,0.06648538709179541,0.0,0.004009646990708271,0.09348888968551436,0.9086021505376344,0.008602150537634357,3.055280877156438,5
Savolitinib,PCA/Ridge Gaussian,1.5173740481020288,0.055843778881905615,-0.004009646990708271,0.0,0.10202517511728917,0.9376344086021506,0.037634408602150615,3.482487234191324,5
Savolitinib,PCA MDN,1.4058974715009813,0.0474084088068036,-0.11548622359175575,-0.11147657660104748,0.09699473776549096,0.9010752688172042,0.0010752688172042113,3.0837338256297926,5
Schweinfurthin A,Plug-in PCA CINDES,1.9469714654196881,0.026772118538077188,0.05966620380037613,0.0342680716311865,0.09424747174146667,0.8993006993006993,0.0006993006993006867,5.7343696481637165,5
Schweinfurthin A,ElasticNet Gaussian,1.887305261619312,0.023964754373717177,0.0,-0.025398132169189624,0.1072081094141081,0.820979020979021,0.07902097902097904,4.185299194570194,5
Schweinfurthin A,PCA/Ridge Gaussian,1.9127033937885016,0.014751689051931357,0.025398132169189624,0.0,0.06727158914833939,0.9006993006993007,0.0006993006993006867,5.455434726543109,5
Schweinfurthin A,PCA MDN,1.8739150307395243,0.01756657362162255,-0.013390230879787746,-0.03878836304897737,0.08091205702955866,0.8853146853146854,0.014685314685314643,4.92882313475076,5
Seliciclib,Plug-in PCA CINDES,1.3387002539749353,0.04257158470549774,0.002460009024300991,0.03805613004287345,0.14586837139595182,0.9376623376623376,0.03766233766233762,3.3696136924453954,5
Seliciclib,ElasticNet Gaussian,1.3362402449506343,0.05573841281964257,0.0,0.03559612101857246,0.14021302865214852,0.8441558441558442,0.05584415584415581,2.6318718529413188,5
Seliciclib,PCA/Ridge Gaussian,1.3006441239320619,0.03296632428295344,-0.03559612101857246,0.0,0.132430052154986,0.8961038961038961,0.003896103896103953,2.9505278433232385,5
Seliciclib,PCA MDN,1.3093144556144616,0.05060295081539291,-0.026925789336172734,0.008670331682399723,0.12960261214901472,0.8805194805194805,0.019480519480519543,2.8186542942594235,5
Selisistat,Plug-in PCA CINDES,0.8714378505525529,0.04691354075841551,-0.04163766697802718,-0.016896183529402586,0.07783375479794355,0.8685393258426967,0.03146067415730336,1.7846803543809606,5
Selisistat,ElasticNet Gaussian,0.91307551753058,0.08835748238444513,0.0,0.02474148344862459,0.09401804252658728,0.8584269662921349,0.04157303370786514,1.5590628304124388,5
