analysis_id,drug_name,delta_nll_plugin_vs_elasticnet,delta_coverage_error_plugin_vs_elasticnet,delta_nll_plugin_vs_pca_gaussian,delta_coverage_error_plugin_vs_pca_gaussian,delta_nll_plugin_vs_pca_mdn,delta_coverage_error_plugin_vs_pca_mdn
GDSC1::1407::Dyrk1b_0191,Dyrk1b_0191,-0.11362673349860875,-0.006187845303867361,-0.11940085330869787,-0.003977900552486141,0.012805414996009512,-0.010386740331491682
GDSC1::1409::AZD4877,AZD4877,-0.04601753102552464,-0.01834254143646409,-0.02487007186935286,0.004198895027624303,0.055826766457771626,0.009060773480662962
GDSC1::140::Vinorelbine,Vinorelbine,0.017775899926101957,0.006744186046511599,-0.01105452714936317,0.006976744186046498,0.010602312173581208,-0.0009302325581395793
GDSC1::1413::EphB4_9721,EphB4_9721,-0.02353869749631987,-0.006666666666666654,-0.044614649341224055,0.014444444444444444,0.03812810920682641,-0.024444444444444477
GDSC1::1414::Fulvestrant,Fulvestrant,-0.069842788330301,-0.04111111111111114,0.0027728831942561705,0.005555555555555539,-0.013646981295317273,-0.0077777777777778175
GDSC1::1416::AZD8931,AZD8931,-0.021103893856925016,-0.003333333333333355,-0.03773675249811581,0.025555555555555547,0.03029990520662218,0.010000000000000009
GDSC1::1419::FEN1_3940,FEN1_3940,-0.1501615549917974,0.011111111111111058,-0.1675557844325788,0.023333333333333296,0.06035281967538908,0.014444444444444378
GDSC1::1421::FGFR_0939,FGFR_0939,-0.01134105107931016,-0.012596685082872962,-0.022098935294170508,0.012817679558011077,0.029715993104807215,0.028950276243093896
GDSC1::1422::FGFR_3831,FGFR_3831,-0.04908136360764348,-0.052596685082872914,-0.004394261091881235,0.016574585635359164,0.023603946915030205,0.007071823204419889
GDSC1::1425::BPTES,BPTES,-0.06072621483173224,0.016666666666666684,-0.05231109242981846,0.013333333333333381,-0.006924153901026298,0.01444444444444444
GDSC1::1426::AZD7969,AZD7969,0.006521129510409063,-0.003333333333333341,-0.010758726938908891,0.006666666666666703,0.02836597156340792,0.004444444444444397
GDSC1::1427::AZD5582,AZD5582,-0.15207554918754984,-0.040223463687150796,-0.1285589765665034,0.026145251396648063,0.08843259541703063,-0.007597765363128485
GDSC1::1428::IAP_5620,IAP_5620,-0.3845928744432263,0.032402234636871446,-0.3321026813864685,0.028826815642458082,0.04423634647126229,0.03754189944134079
GDSC1::1429::IAP_7638,IAP_7638,-0.3987581879789215,0.00335195530726258,-0.26594023954583546,0.0008938547486033802,0.01607483979583435,0.0214525139664804
GDSC1::1430::IGFR_3801,IGFR_3801,-0.05536654130609353,-0.042222222222222175,-0.0621520834829159,0.007777777777777821,0.047251547478908584,0.0033333333333333617
GDSC1::1432::AZD1480,AZD1480,-0.015559773515379405,-0.019226519337016596,-0.013543653409769707,0.0033149171270718206,0.04267097134126696,-0.00883977900552482
GDSC1::1433::JAK1_3715,JAK1_3715,-0.08629692991552029,-0.004198895027624338,-0.046836678616677174,-0.0028729281767955576,0.02025540839274198,-0.002651933701657415
