analysis_id,drug_name,delta_nll_plugin_vs_elasticnet,delta_coverage_error_plugin_vs_elasticnet,delta_nll_plugin_vs_pca_gaussian,delta_coverage_error_plugin_vs_pca_gaussian,delta_nll_plugin_vs_pca_mdn,delta_coverage_error_plugin_vs_pca_mdn
GDSC1::1434::JAK3_7406,JAK3_7406,0.03138304525309543,-0.02320441988950278,0.02532534112330964,-0.0185635359116022,0.0291725100673339,-0.009723756906077317
GDSC1::1436::MCT1_6447,MCT1_6447,-0.12543219009720974,-0.03073446327683618,-0.17166227136760082,-0.03525423728813562,0.01672729523332528,-0.01649717514124296
GDSC1::1437::MCT4_1422,MCT4_1422,-0.058983734746664185,-0.010386740331491742,-0.041496969358688185,0.003314917127071857,0.015198029653473721,-0.0008839779005524878
GDSC1::1441::AZD2014,AZD2014,0.016941512907963308,0.026519337016574582,0.004611260594257871,0.02784530386740336,0.022936520384450487,0.01104972375690608
GDSC1::1444::AZD8186,AZD8186,0.007148817680863839,-0.007777777777777835,-0.01210022917192366,0.012222222222222204,0.0016874717507207038,-0.004444444444444473
GDSC1::1445::AZD8835,AZD8835,-0.01070657379656259,0.0026815642458100225,0.0003116375137524052,0.0026815642458100607,0.006126879354602099,-0.006927374301675979
GDSC1::1446::PI3Ka_4409,PI3Ka_4409,0.017134733243887368,-0.0011111111111111877,0.01395095876524155,0.017777777777777823,0.056566927579506876,0.016666666666666677
GDSC1::1449::AZD1208,AZD1208,0.015859955230651313,0.017016574585635384,0.016351907488958206,0.028287292817679582,0.022079639789373218,0.01348066298342546
GDSC1::1451::PLK_6522,PLK_6522,-0.0792118307323264,-0.04988764044943822,-0.06398072476928207,0.006067415730337124,0.02182610625596837,-0.01303370786516854
GDSC1::1453::RAF_9304,RAF_9304,-0.13640906876569825,-0.029613259668508307,-0.05997893722950787,0.013259668508287338,0.04031069662121123,-0.003314917127071819
GDSC1::1458::PARP_9495,PARP_9495,0.044173636015100604,-0.018324022346368676,0.018878820653880357,-0.0017877094972066979,0.027617451948765526,0.012290502793296082
GDSC1::1459::PARP_0108,PARP_0108,0.07979456262762907,-0.03270718232044198,-0.007949170966691899,0.0285082872928177,0.04546823363032493,0.022099447513812216
GDSC1::1460::PARP_9482,PARP_9482,0.07523837257153532,-0.055555555555555566,-0.023239043408958437,-0.004444444444444421,0.04128503307870579,-0.014444444444444478
GDSC1::1461::TANK_1366,TANK_1366,-0.06274419084124716,0.0024309392265193033,-0.06270894442988473,-0.006850828729281774,-0.025354921261466767,0.0037569060773480455
GDSC1::1463::AZD1332,AZD1332,-0.057728300711655134,0.00839779005524862,-0.06408304576948609,0.0061878453038674425,0.023760887906993045,0.00950276243093924
GDSC1::1464::TTK_3146,TTK_3146,0.015064341108972146,-0.02077348066298347,0.0008848221020689717,0.0276243093922652,0.01357483394987491,0.013480662983425373
GDSC1::147::NSC-87877,NSC-87877,-0.07246371474362823,-0.009302325581395338,-0.07497530044768874,-0.0055813953488372,0.01070200448566494,-0.021162790697674422
GDSC1::1490::SN-38,SN-38,-0.013695343963400664,-0.00916201117318434,-0.04868710336341353,0.0089385474860335,0.004803927368641769,0.0154189944134078
GDSC1::1494::SN-38,SN-38,0.15505064418144876,-0.0180434782608696,-0.0005908648051422549,0.002391304347826098,0.03034996218703756,-0.023043478260869582
GDSC1::1495::Olaparib,Olaparib,0.021209715747431357,-0.017727272727272765,0.014948374368547679,0.019090909090909117,0.028469841732789547,0.011363636363636381
GDSC1::1496::Cisplatin,Cisplatin,-0.02346388516440312,-0.05834254143646409,0.010633835775911482,-0.006850828729281742,-0.03788596917567055,-0.015469613259668523
GDSC1::1497::AZD4547,AZD4547,-0.23924124283017556,0.0006976744186046602,-0.22233074360104865,-0.0013953488372092995,0.012894519798454684,0.020465116279069762
GDSC1::1498::Selumetinib,Selumetinib,-0.06166172485959032,-0.00044943820224720155,-0.036958349490039843,0.03528089887640452,0.04896483356056369,0.01573033707865168
GDSC1::1502::Bicalutamide,Bicalutamide,-0.0704916957455165,0.009356725146198803,-0.04883978298682201,0.014035087719298223,-0.038362376184261415,0.00046783625730994344
GDSC1::150::Bicalutamide,Bicalutamide,-0.0112823003344652,-0.010588235294117697,-0.015307273445609004,-0.01058823529411768,-0.021750617803248273,0.002352941176470561
GDSC1::151::QS11,QS11,0.022310894752737953,-0.01918128654970764,0.02334276000586044,0.0037426900584795197,0.02803534567285615,-0.021754385964912297
GDSC1::1526::Refametinib,Refametinib,-0.01128528773442139,-0.0270588235294118,-0.007003060309384024,0.0035294117647058816,0.03347309303853163,-0.007058823529411756
GDSC1::1527::Pictilisib,Pictilisib,-0.004974168752053476,-0.01403508771929822,0.0049115442545570875,0.011461988304093618,0.01570522595324597,-0.012865497076023365
GDSC1::1529::Pevonedistat,Pevonedistat,-0.03610627350701656,-0.08294117647058821,0.04100710061009205,0.030882352941176482,0.04820012588605138,0.032647058823529425
GDSC1::152::CP466722,CP466722,-0.012213659437213309,0.01720670391061456,-0.018256059597737018,0.02279329608938546,0.016284384959558418,0.0049162011173184625
GDSC1::1530::PFI-3,PFI-3,-0.051206004739390965,0.01212121212121212,-0.04913519531746813,0.02303030303030302,0.001530849624399977,0.006060606060606058
GDSC1::1531::I-CBP112,I-CBP112,0.005325831181507645,-0.007560975609756118,-0.010049956771840063,0.0012195121951219592,-0.010715473954131971,-0.008536585365853697
GDSC1::153::Midostaurin,Midostaurin,0.0108890771696879,-0.025116279069767454,0.024494537586942755,0.024418604651162797,0.01765999659550732,0.0006976744186046602
GDSC1::154::CHIR-99021,CHIR-99021,-0.06657142224682433,-0.01093023255813954,-0.06685499378093951,-0.007906976744186063,0.03961529653708795,0.0018604651162790406
GDSC1::155::Ponatinib,Ponatinib,-0.09608331829712102,0.018139534883720956,-0.08747659327728496,0.01279069767441864,0.06547846494866505,0.010232558139534918
GDSC1::156::AZD6482,AZD6482,0.003164176006705377,-0.004210526315789498,0.010389891400578888,0.01730994152046788,0.027989967228853718,0.00608187134502922
GDSC1::157::JNK-9L,JNK-9L,-0.10113987436395977,-0.0016279069767442048,-0.09542469776383311,0.0025581395348837216,-0.04138686239187028,0.0016279069767441597
GDSC1::158::PF-562271,PF-562271,0.023763674005271795,0.019408284023668662,0.023698340755193836,0.015384615384615365,0.023979300608430343,0.010650887573964544
GDSC1::159::HG6-64-1,HG6-64-1,-0.03070799822325787,-0.042807017543859724,-0.006325996268543799,0.010760233918128642,0.0051659859354782345,-0.01824561403508776
GDSC1::163::JQ1,JQ1,0.021273434187259577,0.012093023255813958,0.012600833805614498,0.01395348837209304,0.015702791709224506,0.01255813953488372
GDSC1::164::JQ12,JQ12,0.03829796922455664,-0.0416374269005848,0.023909593324737743,0.006081871345029261,-4.170478446807735e-06,-0.017076023391812897
GDSC1::165::DMOG,DMOG,0.031371461270496726,-0.017076023391812863,-0.008538197059761554,0.01941520467836266,0.024836782859326334,0.0011695906432748829
GDSC1::166::FTI-277,FTI-277,-0.029662357226885483,0.00813953488372092,-0.021687598069957126,0.0046511627906976605,-0.022164343175026024,-0.0025581395348837632
GDSC1::167::OSU-03012,OSU-03012,-0.030033503953133422,-0.0023529411764705802,-0.027895219288763373,-0.0023529411764705178,0.02681871381472889,0.0058823529411765225
GDSC1::170::Shikonin,Shikonin,-0.031151287015106277,-0.011228070175438594,-0.027434168195484387,0.002105263157894801,0.009681000130152828,-0.004444444444444459
GDSC1::171::AKT inhibitor VIII,AKT inhibitor VIII,-0.0005715389483749167,0.0016279069767441978,0.014296495506876283,0.01860465116279072,0.018837548453120467,-0.004186046511627899
GDSC1::172::Embelin,Embelin,-0.0236075792086059,-0.011695906432748534,-0.02558305093636193,-0.0018713450292397564,0.005920446080893038,-0.005146198830409378
GDSC1::173::FH535,FH535,-0.09267136623349237,-0.010588235294117662,-0.047755598267167576,0.01176470588235292,0.013210374178198592,0.010588235294117662
GDSC1::175::PAC-1,PAC-1,-0.008865081382519291,0.009523809523809504,-0.009237794705818647,0.03904761904761904,0.007124612580656553,0.008333333333333297
GDSC1::176::IPA-3,IPA-3,0.00697959954924765,-0.025882352941176474,0.023409214588499205,0.011764705882352962,0.059935011736619526,-0.005882352941176498
GDSC1::177::GSK650394,GSK650394,0.040615978126165686,-0.04875739644970416,0.042701680081778104,0.0366863905325444,0.03686181633237329,0.01041420118343192
GDSC1::178::BAY-61-3606,BAY-61-3606,0.011037457447178767,-0.0023529411764705646,0.014360855900486413,0.0023529411764706167,0.034631129093825486,-0.003529411764705861
GDSC1::179::5-Fluorouracil,5-Fluorouracil,0.02881327047589788,-0.04903954802259891,0.03339522683355223,-0.007005649717514183,0.02876406542668808,-0.005423728813559379
GDSC1::17::Cyclopamine,Cyclopamine,0.029051956074745977,-0.012467532467532544,0.025205351017708155,-0.01350649350649356,0.03739808006755241,-0.01350649350649356
GDSC1::180::Thapsigargin,Thapsigargin,-0.07644441200500651,0.0064670658682634795,-0.08763004016259313,0.008143712574850265,0.02857023924757618,0.0007185628742514827
GDSC1::182::Obatoclax Mesylate,Obatoclax Mesylate,-0.0732882808160733,-0.02745562130177512,-0.0340671275029365,0.000473372781065122,-0.04883020505382074,-0.00497041420118342
GDSC1::184::BMS-754807,BMS-754807,-0.004512139296959594,-0.005207100591716009,-0.011780824089006714,0.020118343195266272,-0.011200744991437972,0.008994082840236693
GDSC1::185::Linsitinib,Linsitinib,-0.057975986029102033,0.015294117647058826,-0.06388384388172086,0.02352941176470592,0.0056605453509395165,0.0094117647058823
GDSC1::186::Bexarotene,Bexarotene,-0.012057915882256465,-0.018333333333333396,0.008703724584869343,-0.012619047619047658,-0.009350561694974502,-0.011190476190476216
GDSC1::190::Bleomycin,Bleomycin,0.010823773069784881,-0.03329341317365276,0.033700158883292364,0.004790419161676655,0.01628310860254656,-0.01700598802395214
GDSC1::192::LFM-A13,LFM-A13,-0.005511024541015042,0.014117647058823516,0.021002284940119686,0.029411764705882314,0.0031628782396928568,0.016470588235294077
GDSC1::193::GW-2580,GW-2580,-0.03901891026386095,0.01608938547486034,-0.04974239854085538,0.01720670391061456,-0.0026064391141527032,0.017653631284916142
GDSC1::194::Luminespib,Luminespib,-0.07441149872470554,0.035739644970414264,-0.07336190211593463,0.03384615384615392,0.044176942290910404,0.021301775147929018
GDSC1::196::Phenformin,Phenformin,0.007348818286677661,-0.022954545454545457,0.013681540690947847,-0.004090909090909062,0.014709196866322216,-0.010681818181818181
GDSC1::197::Bryostatin 1,Bryostatin 1,-0.02962588427897006,2.42861286636753e-17,-0.05153122102162966,0.010588235294117643,0.0005483424967387407,0.0023529411764705993
GDSC1::199::Pazopanib,Pazopanib,-0.013699617292986854,0.008235294117647021,-0.0020122370664015232,0.017647058823529422,0.040974943920050855,0.0035294117647058643
GDSC1::1::Erlotinib,Erlotinib,-0.11020250163265799,0.010389610389610358,-0.09313742191718921,0.005194805194805176,-0.010700289990395184,0.02857142857142856
GDSC1::200::Dacinostat,Dacinostat,-0.047269960426952196,-0.007058823529411742,-0.05990533843414236,-0.011764705882352903,-0.025716488013158845,-0.0176470588235294
GDSC1::201::Epothilone B,Epothilone B,-0.03667792599414854,-0.028235294117647074,-0.014405880143674166,0.01411764705882354,0.0003501584378977629,-0.009411764705882321
GDSC1::202::GSK1904529A,GSK1904529A,-0.031707322791641346,0.004705882352941157,-0.014199310880750993,0.011764705882352958,0.009428903311599623,0.008235294117647039
GDSC1::203::BMS-345541,BMS-345541,0.018499964470429786,0.005363128491620135,0.029014824514006055,0.030167597765363117,0.048915345102919394,0.0109497206703911
GDSC1::204::Tipifarnib,Tipifarnib,-0.02908654600175109,-0.016470588235294105,-0.01296151140211177,0.0011764705882352788,-0.04599493133911681,-0.01529411764705882
GDSC1::205::Avagacestat,Avagacestat,-0.011649454713064555,0.003351955307262563,-0.023115973531860567,0.0035754189944134443,0.029109131335898986,-0.016759776536312856
GDSC1::206::Ruxolitinib,Ruxolitinib,-0.14521024450266262,0.014972067039106196,-0.13544048525851693,0.016089385474860357,-0.01255560313230042,0.008938547486033538
GDSC1::207::AS601245,AS601245,-0.14023104870338265,-0.025882352941176447,-0.0274960612571038,0.018823529411764697,0.013155768130184597,0.0023529411764705785
GDSC1::208::Ispinesib Mesylate,Ispinesib Mesylate,0.03357336567908442,-0.03011235955056186,0.018535773432826863,0.007865168539325819,0.003100147001522391,-0.02449438202247196
GDSC1::211::TL-2-105,TL-2-105,-0.051607340169235405,0.02726256983240222,-0.06320701557910158,0.03173184357541896,0.016338056753998798,0.01698324022346364
GDSC1::219::AT-7519,AT-7519,0.04606064350483363,-0.026136363636363714,0.01713732793984435,0.03340909090909092,0.05537461821921141,0.02931818181818182
GDSC1::221::TAK-715,TAK-715,0.031336185444021725,-0.02346368715083802,0.030412152615297172,0.010055865921787699,0.031119141626446023,0.00335195530726258
GDSC1::222::BX-912,BX-912,0.015122396558868267,-0.018324022346368717,0.011154505235102308,-0.0035754189944133784,0.016000828061995653,-0.008044692737430161
GDSC1::223::ZSTK474,ZSTK474,0.023744686756374866,0.011910112359550546,0.00953704767007979,0.011910112359550543,0.032649117025908,0.010337078651685344
GDSC1::224::AS605240,AS605240,-0.07195038152439359,-0.022146892655367262,-0.01229821365424888,0.023050847457627078,0.009602971196912335,0.01288135593220334
GDSC1::225::Genentech Cpd 10,Genentech Cpd 10,0.013988389478754248,-0.016179775280898902,0.01778005549450512,0.008314606741573038,0.009715175839597912,-0.004943820224719141
GDSC1::226::GSK1070916,GSK1070916,0.0037826394068649627,0.03882352941176467,-0.00873268807220029,0.052941176470588235,0.06695736779897699,0.011764705882352955
GDSC1::228::AKT inhibitor VIII,AKT inhibitor VIII,0.011633139673822512,-0.013932584269662963,0.01509097637076362,0.01573033707865164,0.038983091087894994,0.014157303370786481
GDSC1::229::Enzastaurin,Enzastaurin,0.027077828722591235,-0.013483146067415701,0.01663365004261874,-0.021123595505617855,0.029606318225193107,-0.01258426966292128
GDSC1::230::GSK429286A,GSK429286A,-0.06252294237298539,0.006966292134831412,-0.06639540912687192,0.015280898876404436,0.017521995949365543,0.005842696629213415
GDSC1::231::FMK,FMK,-0.04178698554969662,-0.02415584415584424,-0.022164032607427053,0.006233766233766201,-0.004228387883997042,-0.00961038961038966
GDSC1::235::QL-XII-47,QL-XII-47,0.038690938270298236,-0.0009039548022598612,0.0004980315761156096,0.0036158192090395766,0.022256681492674124,-0.004519774011299445
GDSC1::236::IC-87114,IC-87114,-0.12674261474613224,0.006033519553072634,-0.1297045909439819,-0.001564245810055858,0.011595391179299419,0.010279329608938558
GDSC1::238::Idelalisib,Idelalisib,-0.013131290152730513,2.0816681711721685e-17,-0.015612640447917325,0.004692737430167623,0.0028572993032291993,-0.00022346368715083637
GDSC1::245::UNC0638,UNC0638,-0.036104096780204875,0.013107344632768355,-0.03767172404654895,0.017853107344632815,0.06705434125389353,0.003389830508474554
GDSC1::249::Cabozantinib,Cabozantinib,-0.04667585971337118,0.006292134831460683,-0.02365382566414098,0.0058426966292135785,0.0378016477645593,-0.006292134831460641
GDSC1::252::WZ3105,WZ3105,0.10361310185653494,0.01810055865921788,-0.02770416650599805,0.0362011173184357,0.046355341440864395,0.019217877094972042
GDSC1::253::XMD14-99,XMD14-99,-0.029988554569939874,0.0008938547486033385,-0.04265797848370689,0.03262569832402231,0.025259672638186625,0.011173184357541853
GDSC1::254::Quizartinib,Quizartinib,-0.21637409525447926,0.015195530726257001,-0.20942785625132743,0.005586592178770982,0.06133963573753065,-0.006480446927374282
GDSC1::255::CP724714,CP724714,-0.11670763576665877,-0.0105027932960894,-0.1112992751286237,-0.0002234636871508225,0.02995208125156945,0.015865921787709483
GDSC1::256::JW-7-24-1,JW-7-24-1,0.008584324340604521,0.015865921787709538,-0.01631349333744625,0.02592178770949722,0.020646599327280413,0.010279329608938598
GDSC1::257::NPK76-II-72-1,NPK76-II-72-1,0.05012954979149353,-0.014382022471910137,0.04858597502796158,2.0816681711721685e-17,0.034969398366704985,-0.01842696629213482
GDSC1::258::STF-62247,STF-62247,-0.06991307982883632,0.020224719101123577,-0.06173281003486286,0.03191011235955056,0.01210879231654105,0.008988764044943781
GDSC1::260::NG-25,NG-25,0.002579015388784356,0.030561797752808966,-0.009455728283919607,0.035730337078651725,0.05212432369147213,0.017977528089887666
GDSC1::261::TL-1-85,TL-1-85,0.0068690104404325325,0.0368539325842696,-0.006534757719466766,0.022247191011235977,0.015008344446125532,0.019999999999999914
GDSC1::262::VX-11e,VX-11e,-0.031868460021713396,0.005617977528089922,-0.02253927171973924,0.017078651685393343,0.027556801553351384,0.003820224719101161
GDSC1::263::FR-180204,FR-180204,0.02058925980498061,-0.010112359550561799,0.004822379493330864,0.013258426966292182,0.018901202982002818,-0.008314606741573062
GDSC1::264::ACY-1215,ACY-1215,-0.07336313610243606,-0.01162011173184356,-0.07103658787561273,0.01564245810055866,-0.01757197028089985,0.00044692737430167967
GDSC1::265::Tubastatin A,Tubastatin A,-0.005043577034138602,0.007415730337078642,-0.007697632180719838,0.016179775280898902,0.0010816066216541298,-0.010112359550561799
GDSC1::266::Zibotentan,Zibotentan,-0.024789305428671637,0.003146067415730397,-0.015624095439780272,0.005393258426966339,0.0015804376414924048,0.00898876404494384
GDSC1::268::Sepantronium bromide,Sepantronium bromide,-0.1792664639180217,0.018823529411764676,-0.2775508025131408,0.024705882352941175,0.02871989658096341,0.023529411764705837
GDSC1::269::NSC-207895,NSC-207895,-0.005242234082962316,-0.022471910112359526,0.010651248417590464,0.0020224719101124174,0.010289589642043406,-0.021348314606741563
GDSC1::271::VNLG/124,VNLG/124,-0.12259116120350022,0.007865168539325819,-0.1062339669658845,0.0312359550561798,0.033001302615983,0.011235955056179761
GDSC1::272::AR-42,AR-42,-0.05457238377013773,0.0054545454545454584,-0.05437701969708897,0.0061363636363637,0.01920139618185912,-0.0036363636363636216
GDSC1::273::CUDC-101,CUDC-101,-0.02334378387832281,0.011428571428571378,-0.020305129553626955,0.0137142857142857,0.029064775350862826,0.011428571428571378
GDSC1::274::Belinostat,Belinostat,-0.12451539349813201,0.01063583815028906,-0.1266344477540553,0.0018497109826590002,0.01162968109972562,0.000462427745664698
GDSC1::275::I-BET-762,I-BET-762,0.02509071812732544,-0.0038202247191011646,0.0381794035939631,0.025168539325842672,0.03542197708065298,0.009662921348314538
GDSC1::276::CAY10603,CAY10603,-0.09830952447994679,0.00858757062146896,-0.09499936922060881,-0.007457627118644016,0.028393649499349083,-0.007231638418079077
GDSC1::277::Linifanib,Linifanib,-0.21302593037364193,0.004469273743016845,-0.20979269498701858,-0.006703910614525056,0.08763877149659427,-0.0020111731843574787
GDSC1::279::BIX02189,BIX02189,0.01572300738880328,-0.008539325842696562,0.028449911191441135,0.006067415730337138,0.015257921458639023,1.734723475976807e-17
GDSC1::281::Alectinib,Alectinib,-0.31018715304631983,-0.02741573033707866,-0.2860226708951541,-0.010561797752808879,0.022811228017895147,0.006966292134831523
GDSC1::282::Pelitinib,Pelitinib,0.008468120702094017,0.0044692737430167585,-0.010772807197678258,0.006256983240223519,0.030509234403753638,0.0055865921787709785
GDSC1::283::Omipalisib,Omipalisib,0.05302086490833213,-0.008044692737430158,0.022758703101741773,0.017653631284916184,0.010528290527415551,-0.008044692737430179
GDSC1::284::JNJ38877605,JNJ38877605,0.013850767658791563,0.010279329608938575,0.005148380281001286,-0.006256983240223422,-0.0212255436102462,0.0008938547486033559
GDSC1::285::SU11274,SU11274,-0.0029205679876431745,-0.026666666666666665,0.024111434121559583,-0.0033333333333332854,0.039504010878496754,-0.00111111111111108
GDSC1::286::KIN001-236,KIN001-236,0.012198510179653788,0.0058426966292134605,-0.011956060061551366,0.01460674157303372,-0.020910382790636284,0.007640449438202183
GDSC1::287::KIN001-244,KIN001-244,0.0043842470771155995,0.011235955056179801,0.0009345523784445309,0.02179775280898878,0.0130326857252836,0.00292134831460672
GDSC1::288::WHI-P97,WHI-P97,-0.02727330707139508,0.01887640449438206,-0.05065914651985026,0.0035955056179775985,0.02066760510098775,-0.00292134831460672
GDSC1::289::KIN001-042,KIN001-042,-0.07981220227193575,-0.014301675977653621,-0.059379064357528155,-0.0073743016759776,-0.005342348337148528,-0.0022346368715083584
GDSC1::290::KIN001-260,KIN001-260,-0.0032723707487554154,0.008539325842696621,-0.0013408991650671886,0.01640449438202244,-0.00424720565732728,0.001348314606741518
GDSC1::291::KIN001-266,KIN001-266,-0.06684901274125354,0.01033707865168534,-0.08528367211363075,0.0146067415730337,0.07051869698517721,0.01528089887640446
GDSC1::292::Masitinib,Masitinib,0.029162886044077796,0.010502793296089392,-0.003705592854220008,0.010949720670391135,0.05062480813325343,0.002234636871508336
GDSC1::293::Amuvatinib,Amuvatinib,-0.09383499230340808,0.016949152542372878,-0.0935510383920497,0.00723163841807916,0.022770935405264314,0.005875706214689282
GDSC1::294::MPS-1-IN-1,MPS-1-IN-1,-0.03517274967984707,-0.0319101123595506,0.0037293470812118645,0.04044943820224716,0.03034974355606357,0.005168539325842658
GDSC1::295::NVP-BHG712,NVP-BHG712,-0.00447079190205435,-0.010561797752809042,-0.0030912078172409263,0.016629213483146076,0.02040424138116781,0.008539325842696576
GDSC1::298::OSI-930,OSI-930,0.018575376200840488,0.010055865921787699,0.0067293898298270705,-0.0017877094972066979,0.03500799406581323,0.00893854748603352
GDSC1::299::OSI-027,OSI-027,0.010899730175538913,-0.0322727272727273,0.0027724756965454844,0.008636363636363619,0.04159255849645893,-0.02454545454545456
GDSC1::29::AZ628,AZ628,-0.25211233275605505,-0.14307692307692307,-0.026336956529176003,-0.002051282051282105,0.048348004108849985,-0.017435897435897463
GDSC1::300::CX-5461,CX-5461,-0.01691958102603297,-0.015367231638418126,-0.011351510827378286,0.009039548022598837,0.0729364355650115,0.007231638418079077
GDSC1::301::PHA-793887,PHA-793887,0.04516169964899075,-0.039775280898876414,0.03926565092452594,0.005393258426966339,0.0029655826352015247,-0.02741573033707866
GDSC1::302::PI-103,PI-103,0.05005723286026775,-0.017727272727272765,0.019932210866781208,0.016818181818181815,0.06730155181682207,0.007272727272727195
GDSC1::303::PIK-93,PIK-93,0.03559919247737042,-0.00988764044943826,0.028577663448518864,0.0170786516853932,0.03523986823529168,0.0024719101123594975
GDSC1::304::SB52334,SB52334,-0.054761495601796994,0.004044943820224696,-0.04811713690326025,0.004943820224719097,0.00632717380760961,0.00269662921348314
GDSC1::305::TPCA-1,TPCA-1,0.042641413423367025,-0.004943820224719099,0.02479861739225342,0.01797752808988766,0.020051988414601762,-0.010112359550561806
GDSC1::306::Fedratinib,Fedratinib,0.021558242387133664,-0.004469273743016734,0.022922687404347997,0.010055865921787723,0.040404084505026194,0.005363128491620125
GDSC1::308::Foretinib,Foretinib,-0.06599953979291295,-0.004719101123595483,-0.07276153587109513,-0.011685393258426881,0.05572012146317995,0.0
GDSC1::309::Y-39983,Y-39983,0.0130824430949954,-0.004494382022471901,0.022245418386175775,0.0017977528089888582,0.021161882437529922,0.0017977528089887784
GDSC1::30::Sorafenib,Sorafenib,-0.059133843141973896,0.00831168831168826,-0.03978548273710203,0.01506493506493502,-0.05320683139553961,-0.0020779220779221577
GDSC1::310::YM201636,YM201636,0.053245939500948136,0.01865168539325838,0.03462391243572038,0.03370786516853928,0.03905810353950878,0.014606741573033703
GDSC1::312::Tivozanib,Tivozanib,-0.09425923104800926,0.052134831460674186,-0.07969365825916674,0.05033707865168546,0.09738970722480533,0.022471910112359564
GDSC1::317::WYE-125132,WYE-125132,0.0053668245345570575,-0.006327683615819181,0.005833972557366618,0.03796610169491526,0.039732734003551595,0.018079096045197737
GDSC1::326::GSK690693,GSK690693,-0.09440920166433298,0.004943820224719141,-0.09160358290326642,0.012584269662921421,0.03500825415073705,0.005393258426966321
GDSC1::328::SNX-2112,SNX-2112,-0.025639865485918456,-0.005197740112994335,-0.002807869843821642,0.034576271186440716,0.04846447145259769,0.009039548022598883
GDSC1::329::QL-XI-92,QL-XI-92,0.02976762826926249,0.007597765363128502,0.007535364307861059,0.013407821229050265,0.007636875018146583,0.007821229050279346
GDSC1::32::Tozasertib,Tozasertib,0.041989924145695134,-0.0031578947368421095,0.05782374181187766,0.03526315789473683,0.02252121276993302,0.00473684210526313
GDSC1::330::XMD13-2,XMD13-2,0.07279529715543487,-0.022346368715083866,0.05037941910765409,0.019441340782122875,0.04504039443299068,-0.006480446927374345
GDSC1::331::QL-X-138,QL-X-138,0.007523622677535924,-0.019209039548022618,0.0003220369777305887,0.0036158192090395627,0.009267428143644008,0.0029378531073446443
GDSC1::332::XMD15-27,XMD15-27,-0.061182046914740384,-0.028156424581005618,-0.041802330918673025,0.008938547486033503,-0.04780914750386356,-0.02234636871508383
GDSC1::333::T0901317,T0901317,-0.08850380782769118,0.016271186440678,-0.09047761560476908,-0.001807909604519757,0.0013001630665603336,0.01288135593220334
GDSC1::341::Selisistat,Selisistat,-0.04163766697802718,-0.0038202247191011438,-0.016896183529402586,0.020000000000000035,0.006620896959127376,0.009662921348314594
GDSC1::342::Tenovin-6,Tenovin-6,-0.04837373631689612,-0.0044444444444444,-0.06429933550873335,-0.012222222222222181,9.713928697729912e-05,-0.004444444444444419
GDSC1::344::THZ-2-49,THZ-2-49,0.024458527267937402,-0.014318181818181782,-0.01026684564570246,-0.007499999999999941,0.07055203406723987,0.0013636363636363828
GDSC1::345::KIN001-270,KIN001-270,0.013489917695634235,-0.01775280898876408,0.004325593093482016,0.00426966292134838,0.020346864947865084,-0.002921348314606699
GDSC1::346::THZ-2-102-1,THZ-2-102-1,-0.050552182048791305,0.0011494252873563982,-0.04725242637930638,0.015172413793103502,0.027437114168686882,-0.008045977011494197
GDSC1::34::Imatinib,Imatinib,-0.2597181481117561,0.03443037974683543,-0.18321570167239165,0.05772151898734176,-0.065774901069938,0.05063291139240507
GDSC1::356::AT7867,AT7867,0.008468400581894686,-0.027777777777777804,-0.008122549842668692,0.002222222222222261,-0.02405413694822256,0.004444444444444459
GDSC1::35::NVP-TAE684,NVP-TAE684,-0.1065762848850027,-0.07949367088607598,0.00199801463553384,0.014683544303797421,0.02129055341049413,0.019240506329113883
GDSC1::362::CI-1033,CI-1033,-0.023045871152953312,0.004469273743016804,-0.015882115264425734,0.0370949720670391,0.04164909161820729,0.019441340782122937
GDSC1::363::PF-00299804,PF-00299804,-0.050189513914119965,0.03235955056179778,-0.0566030802518136,0.02943820224719108,0.0390756298444106,0.02966292134831464
GDSC1::366::TWS119,TWS119,-0.03942051246650613,-0.008888888888888922,-0.018294669472988856,3.8163916471489756e-17,0.01969629424158037,0.0011111111111110974
GDSC1::371::Torin 2,Torin 2,-0.05836729396909823,0.0223529411764706,-0.06113126953079773,0.01647058823529416,0.027220416160577354,0.0035294117647059198
GDSC1::372::Pilaralisib,Pilaralisib,0.015854301208451993,-0.016666666666666698,0.005214183643966752,0.012222222222222221,-0.010012671752794855,0.00888888888888888
GDSC1::374::GSK1059615,GSK1059615,-0.02898587997375235,0.0022598870056497397,-0.0546838611767797,0.009265536723163858,-0.008805255513642862,0.011299435028248619
GDSC1::375::Voxtalisib,Voxtalisib,0.03596202014099581,0.02111111111111108,0.0376924014142368,0.02555555555555552,0.02591282571572906,0.0233333333333333
"GDSC1::376::Brivanib, BMS-540215","Brivanib, BMS-540215",0.02301861018490814,0.005555555555555543,0.020795881360079038,0.01666666666666668,0.008674194318643913,-0.0044444444444444835
GDSC1::37::Crizotinib,Crizotinib,-0.02809864735501133,-0.006582278481012685,-0.007558060072776263,0.008607594936708832,0.03560235381451449,0.027341772151898737
GDSC1::380::BIBF-1120,BIBF-1120,-0.012285902126011328,-0.028888888888888915,0.009058157461159677,0.00888888888888882,0.007781275530291731,-0.010000000000000064
GDSC1::381::AST-1306,AST-1306,-0.053910895752397714,0.013559322033898362,-0.05014388195765984,0.019435028248587623,0.048118256127754666,0.013107344632768421
