analysis_id,drug_name,method,n_matched,mean_test_nll,se_test_nll,mean_pit_ks,se_pit_ks,mean_pi90_coverage,se_pi90_coverage,mean_abs_coverage_error,se_abs_coverage_error,mean_pi90_width,se_pi90_width,reps
GDSC1::290::KIN001-260,KIN001-260,plugin_pca_cindes,889,1.350300828699224,0.02017602249347429,0.08666213941755094,0.012673003481362806,0.8842696629213483,0.014498301011869597,0.02606741573033704,0.010108613538375269,2.920103260244409,0.08424056510623612,5
GDSC1::290::KIN001-260,KIN001-260,gaussian_elasticnet_baseline,889,1.3535731994479794,0.010106376690950295,0.08918424921147913,0.013990581620201396,0.8842696629213483,0.008811453450201203,0.01752808988764042,0.007917960866268715,2.902419150944425,0.009080359526436191,5
GDSC1::290::KIN001-260,KIN001-260,pca_gaussian_baseline,889,1.3516417278642912,0.016439272628798934,0.08018502411361939,0.010001284440854904,0.8943820224719101,0.0065032791588709084,0.0096629213483146,0.005180737925122914,3.050532329521526,0.01434433422078997,5
GDSC1::290::KIN001-260,KIN001-260,pca_mdn,889,1.3545480343565512,0.023477350903771326,0.08161600217788154,0.011160978724965267,0.8752808988764045,0.005446831300467773,0.024719101123595523,0.005446831300467775,2.825028476246986,0.04691338682310295,5
GDSC1::291::KIN001-266,KIN001-266,plugin_pca_cindes,889,1.3508188065591413,0.009038464822946958,0.08261350735709322,0.0059504102697976215,0.8764044943820226,0.012308372078767808,0.02719101123595502,0.010288110689671578,3.0882110024383724,0.057453447936948156,5
GDSC1::291::KIN001-266,KIN001-266,gaussian_elasticnet_baseline,889,1.4176678193003949,0.014478334490027948,0.12869251238601703,0.009600489758351002,0.8831460674157302,0.012982269672237451,0.01685393258426968,0.012982269672237453,3.2485016293774214,0.036577277999864516,5
GDSC1::291::KIN001-266,KIN001-266,pca_gaussian_baseline,889,1.436102478672772,0.009242160173374607,0.1160224004861393,0.009872366999403144,0.895505617977528,0.00950086209285829,0.01258426966292132,0.007464937187358694,3.4820787684975363,0.010248931011394628,5
GDSC1::291::KIN001-266,KIN001-266,pca_mdn,889,1.2803001095739641,0.01306004079609909,0.07367507578767196,0.009596301053937373,0.8943820224719101,0.0065032791588708954,0.01191011235955056,0.0038367126020143385,3.1521645559686653,0.033688389296640094,5
GDSC1::292::Masitinib,Masitinib,plugin_pca_cindes,891,1.5451446543328644,0.04777605447221658,0.08436781357204146,0.01043966193815289,0.8603351955307262,0.010148548672952484,0.039664804469273715,0.010148548672952477,3.317208906040162,0.09349628664146438,5
GDSC1::292::Masitinib,Masitinib,gaussian_elasticnet_baseline,891,1.5159817682887866,0.043636013779483646,0.08188571003756515,0.01038330901848031,0.8837988826815643,0.01698177000398957,0.029162011173184323,0.011890914142470168,3.4114509827337094,0.040214943292368126,5
GDSC1::292::Masitinib,Masitinib,pca_gaussian_baseline,891,1.5488502471870844,0.04223889172194406,0.07494079481487512,0.011000778275440172,0.9150837988826815,0.013500610026362637,0.02871508379888258,0.005745233578629025,3.7108009968469498,0.03697221203187182,5
GDSC1::292::Masitinib,Masitinib,pca_mdn,891,1.494519846199611,0.038480190921024574,0.08996823764043604,0.015418604721577387,0.8625698324022346,0.019955945362560616,0.03743016759776538,0.019955945362560613,3.37105624722673,0.08882904084478858,5
GDSC1::293::Amuvatinib,Amuvatinib,plugin_pca_cindes,885,1.7244212517029354,0.027247914385762004,0.10238752012315151,0.007780686912267934,0.873446327683616,0.006826579646098621,0.02655367231638416,0.006826579646098615,4.574738296765943,0.034093526115824044,5
GDSC1::293::Amuvatinib,Amuvatinib,gaussian_elasticnet_baseline,885,1.8182562440063434,0.048117628782822594,0.14628912495295318,0.012040045552837816,0.8903954802259888,0.003831824849223329,0.009604519774011281,0.00383182484922334,4.442911540839997,0.06983257705201942,5
GDSC1::293::Amuvatinib,Amuvatinib,pca_gaussian_baseline,885,1.817972290094985,0.03952125315810483,0.14913215761547471,0.014333047913112126,0.9096045197740112,0.009283433178053658,0.019322033898305,0.003988556518581427,4.797893882841167,0.046976705065146694,5
GDSC1::293::Amuvatinib,Amuvatinib,pca_mdn,885,1.701650316297671,0.04215504294971268,0.09901992063596586,0.011817282155616561,0.8870056497175142,0.011299435028248586,0.020677966101694877,0.00793699856670552,4.799166065660023,0.05754748062898124,5
GDSC1::294::MPS-1-IN-1,MPS-1-IN-1,plugin_pca_cindes,888,1.6206385008628696,0.014121652650357017,0.11073402283874252,0.006297145639174184,0.8696629213483146,0.02149564771877413,0.0433707865168539,0.014896012062181186,3.748060565464037,0.14409617913855313,5
GDSC1::294::MPS-1-IN-1,MPS-1-IN-1,gaussian_elasticnet_baseline,888,1.6558112505427167,0.03324281155531217,0.10958524190783803,0.01191675262202854,0.8247191011235955,0.018666570478467592,0.0752808988764045,0.01866657047846759,3.259733297170803,0.08893918906148032,5
